1.0855419199652243e+00 -6.4399212766062530e-01 6.0024825068159086e-03
8.1239257392575781e-01 -8.2218213373139903e-01 7.2803652041180068e-03
4.7361407214917040e-01 -7.7164583275848986e-01 1.4327248641550908e-03
2.9791611789993527e-01 -6.1390859876887938e-01 -1.4070162630592051e-03
2.6032088668345821e-01 -4.2200452866443822e-01 1.8176483898705775e-03
2.9733776170167264e-01 -2.6620794381155116e-01 7.7764561481406449e-03
3.5008415203327781e-01 -1.9728167424164053e-01 1.2655205785609224e-02
3.9098734966285703e-01 -2.0677066780865053e-01 1.4730116852901721e-02
4.1662445819723193e-01 -2.5894998111437562e-01 1.4455459223011554e-02
4.3013051113538853e-01 -3.1860354073455577e-01 1.2822045072939161e-02
4.3670212187316038e-01 -3.5851139918046521e-01 1.0898394547666737e-02
4.4060266328543962e-01 -3.6616660054394501e-01 9.3721025489794350e-03
4.4343993556440131e-01 -3.4118005706663546e-01 8.4213960790061881e-03
4.4498897081179495e-01 -2.9323975791087198e-01 8.0486622183559581e-03
4.4508049676324518e-01 -2.3624470427368591e-01 8.1064152935684444e-03
4.4441405807153955e-01 -1.8347194549839466e-01 8.3087274712914348e-03
4.4333525105559252e-01 -1.4352200425273334e-01 8.4186227015833320e-03
4.4205258111716311e-01 -1.1782291341580693e-01 8.4740321766831085e-03
4.4098079993008671e-01 -1.0302371461630451e-01 8.4404819722444166e-03
4.4094342197069675e-01 -9.3814899857798187e-02 8.3687115904825873e-03
4.4170209828026014e-01 -8.4545266967849961e-02 8.5630506167014720e-03
4.4258593361603393e-01 -7.1678199939488429e-02 9.3289945970062970e-03
4.4287076059517116e-01 -5.4243370765243819e-02 1.0675111559060995e-02
4.4228067511005542e-01 -3.2622809071325913e-02 1.2745966896641051e-02
4.4131720909126926e-01 -9.1161886273449320e-03 1.5711967826771756e-02
4.4060317232967783e-01 1.3628209812337234e-02 1.9164191721557956e-02
4.4023761412866558e-01 3.3135075187047607e-02 2.2320855400318404e-02
4.4007430787685364e-01 4.7542347656904703e-02 2.4459412952513946e-02
4.3974826897708336e-01 5.5616703018144920e-02 2.5428593226457966e-02
4.3866489333233372e-01 5.6644512657529303e-02 2.5074486651457152e-02
4.3672657865369763e-01 5.1535637553987955e-02 2.3402229016936983e-02
4.3432924065369544e-01 4.2015200916362121e-02 2.0903778160362853e-02
4.3193003878319219e-01 3.0393853830752934e-02 1.8153393793162786e-02
4.2998306886566967e-01 2.0893470321216405e-02 1.5548503691097615e-02
4.2900019993235505e-01 1.6526419685261903e-02 1.3430903716843389e-02
4.2901481451292872e-01 1.8565264354839715e-02 1.1907376153191023e-02
4.2991971789056510e-01 2.6544241700529169e-02 1.0586127388966830e-02
4.3151258703594836e-01 3.6156354889805530e-02 9.4317254361497970e-03
4.3323276739614147e-01 4.2820422943635028e-02 9.2330970555679123e-03
4.3452554810387178e-01 4.4511199899529390e-02 1.0392397167070740e-02
4.3506557949159996e-01 4.1273236733355360e-02 1.3010394491576868e-02
4.3403158439992567e-01 3.4809246904112294e-02 1.6412017009152867e-02
4.3111561317537089e-01 2.6708857863777309e-02 1.9696435590695605e-02
4.2649394306644478e-01 1.8872480410967604e-02 2.2251910309214397e-02
4.2065049826018686e-01 1.3586648712061659e-02 2.3975545492721025e-02
4.1443511713580128e-01 1.2678395173675540e-02 2.4553720529735708e-02
4.0846047381236666e-01 1.6998182579262458e-02 2.3820193421689236e-02
4.0337254428879532e-01 2.5309434279240539e-02 2.2083851523503145e-02
3.9953878966841816e-01 3.4338622118877130e-02 1.9992847435558757e-02
3.9680248451431288e-01 4.0396035469821512e-02 1.8188331831823046e-02
