2 4.7207357278000003e+01	1.2156125240861388e+00 -5.6361128258959015e-01 1.6975414972736642e-02
3 9.4127166865000007e+01	6.1955818710478205e-01 -5.3632584834907759e-01 6.5669663090933408e-03
4 1.4016467435600001e+02	3.2453586383444705e-01 -3.5797464379604521e-01 2.0280298556604355e-03
5 1.8583584037600002e+02	2.7013929813787158e-01 -2.7883499855618771e-01 4.1615544996636633e-03
6 2.3128823406000004e+02	2.9875355476493465e-01 -3.2393422891976204e-01 6.8182041885061937e-03
7 2.7718500738600005e+02	3.4555003646460003e-01 -4.1484455056455460e-01 8.0595787407092903e-03
8 3.2257322638400007e+02	3.8594648897363265e-01 -4.6490134403348754e-01 8.9198508903917794e-03
9 3.6796326383400009e+02	4.1397709026501162e-01 -4.6749759838151073e-01 9.9382812629543738e-03
10 4.1323740287400011e+02	4.3380862332371295e-01 -4.6354971260299482e-01 1.0755742110902944e-02
11 4.5858996284500012e+02	4.4313911228068859e-01 -4.3577087042484886e-01 1.0850694495753224e-02
12 5.0410441421600012e+02	4.4553530949494718e-01 -3.9157225277751440e-01 1.0472894524318252e-02
13 5.4973320560800016e+02	4.4586758532033816e-01 -3.4106106737905206e-01 9.6431143457804333e-03
14 5.9575282112600019e+02	4.4545975757473411e-01 -2.9305848297471399e-01 8.6208217560867061e-03
15 6.4140514026600022e+02	4.4471956073806640e-01 -2.5383748276641177e-01 7.8107004893401728e-03
16 6.8669859112900019e+02	4.4402652392862391e-01 -2.2495235649201475e-01 7.3068225165186813e-03
17 7.3236732807000021e+02	4.4371567774920029e-01 -2.0687613927819956e-01 6.9271802341296304e-03
18 7.7841386123200027e+02	4.4380328424564125e-01 -1.9818596588551080e-01 6.7267671463782531e-03
19 8.2414090788000021e+02	4.4438670361908444e-01 -1.9635186504246924e-01 6.6745929676368127e-03
20 8.6989560738700015e+02	4.4499254403405802e-01 -1.9788897687570245e-01 6.8516522627658991e-03
21 9.1561151793900012e+02	4.4569877509061628e-01 -1.9790751430488521e-01 7.2015370262121878e-03
22 9.6132616727700008e+02	4.4634273532455238e-01 -1.9376406502539167e-01 7.5240025333065752e-03
23 1.0069888258570001e+03	4.4682367019132291e-01 -1.8353261901350079e-01 7.7427603140421148e-03
24 1.0523259132400001e+03	4.4703896065489812e-01 -1.6719893901979357e-01 7.7874237644049047e-03
25 1.0975059879110001e+03	4.4721066690292866e-01 -1.4729698165012120e-01 7.9292971781515370e-03
26 1.1432239444610002e+03	4.4726331461183833e-01 -1.2708240078305269e-01 7.9033477946016846e-03
27 1.1884133420680002e+03	4.4693955676580760e-01 -1.0904154373330939e-01 7.8063351534689808e-03
28 1.2337141045860003e+03	4.4627945557337334e-01 -9.4009017793304325e-02 7.7941995978966228e-03
29 1.2789095072880002e+03	4.4531533296759945e-01 -7.9201257999450922e-02 8.6596947039113675e-03
30 1.3240600141340003e+03	4.4446658340632073e-01 -6.2662891352045752e-02 1.0413261686139604e-02
31 1.3692201537300002e+03	4.4419694252285180e-01 -4.5970734457585455e-02 1.2804418315675631e-02
32 1.4144137774630003e+03	4.4449616569351824e-01 -3.1015001102759614e-02 1.5191629675493406e-02
33 1.4601545010150003e+03	4.4457216681299716e-01 -1.8488260519039994e-02 1.6962022310781831e-02
34 1.5053520657100003e+03	4.4434748982298516e-01 -9.6030565557512562e-03 1.7801510851803263e-02
35 1.5505835836300002e+03	4.4404221953336787e-01 -3.2474770793795315e-03 1.7765698133786315e-02
36 1.5959612326260003e+03	4.4367140105403091e-01 7.0785238834250304e-04 1.7228291203722459e-02
37 1.6416928927330002e+03	4.4272486288760948e-01 2.1416352045837300e-03 1.6837823816032545e-02
38 1.6869132966220002e+03	4.4117679693432732e-01 9.5565886622586346e-04 1.6285427029276774e-02
39 1.7322083276420001e+03	4.3929845407476609e-01 -1.1944032962354718e-03 1.4878060916996590e-02
40 1.7773300058270002e+03	4.3753832790607033e-01 -9.7556276443173094e-04 1.3066709357195548e-02
41 1.8228728367780002e+03	4.3584587151025206e-01 3.8749129061502862e-03 1.1678173930810835e-02
42 1.8685759178650003e+03	4.3463909966521896e-01 1.2655658894634367e-02 1.0905150795231517e-02
43 1.9140646806980003e+03	4.3419774249693649e-01 2.2917403212652628e-02 1.0511131932455653e-02
44 1.9593304215280002e+03	4.3479528448730875e-01 3.1679096436610876e-02 1.0206085801356747e-02
45 2.0050904481620003e+03	4.3601117479635870e-01 3.6686398509414082e-02 9.7827389188034682e-03
46 2.0502645073280000e+03	4.3692913914145315e-01 3.7032184440418656e-02 9.1690774470326412e-03
47 2.0954760954170001e+03	4.3703097275329039e-01 3.3085691531916865e-02 9.0326429122222114e-03
48 2.1407534225750001e+03	4.3620341498682536e-01 2.6423711502290472e-02 9.5517099740810782e-03
49 2.1860359336940001e+03	4.3446649610043869e-01 1.9574087786571302e-02 1.0754807849446031e-02
50 2.2313520565819999e+03	4.3157765512062601e-01 1.5875641419913798e-02 1.2102253494126703e-02
51 2.2765306592020002e+03	4.2759326734925496e-01 1.5796508560148970e-02 1.3279876321926830e-02
52 2.3220715984570002e+03	4.2282237460937933e-01 1.8204254569490978e-02 1.3835044069493391e-02
