2 3.6201220561000000e+01	1.0157776991390726e+00 -3.9339227514494512e-01 1.0526835647984708e-02
3 7.1851814159000000e+01	7.3388760837229472e-01 -4.9046004632881862e-01 6.9526087472624003e-03
4 1.0727522855399999e+02	4.2514223361611914e-01 -4.7120603046698223e-01 7.7489288843844782e-04
5 1.4266516211400000e+02	2.9041818021304311e-01 -4.0286552670108600e-01 -1.5951554232369483e-03
6 1.7792155482999999e+02	2.7913174528230356e-01 -3.2171421340414091e-01 1.7552734822928308e-03
7 2.1390620886699998e+02	3.2136351365299964e-01 -2.6921783375562180e-01 8.2598317016463127e-03
8 2.4965116200799997e+02	3.6757530648826897e-01 -2.6686044948239374e-01 1.4093117343122259e-02
9 2.8539177382599996e+02	4.0035526978742952e-01 -3.0473491840149741e-01 1.6969230760415864e-02
10 3.2114761016399996e+02	4.1995788527930877e-01 -3.5231365100202322e-01 1.6987059945019211e-02
11 3.5673238368899996e+02	4.3016489184483347e-01 -3.8138424261952858e-01 1.5216350359326388e-02
12 3.9238017810599996e+02	4.3578204842119961e-01 -3.8057916259829316e-01 1.2778388188432356e-02
13 4.2744984735999998e+02	4.3978632968013437e-01 -3.5119319351120021e-01 1.0423830111140028e-02
14 4.6255508791000000e+02	4.4302318358915488e-01 -3.0067021456814164e-01 8.9003561097914345e-03
15 4.9841722093499999e+02	4.4456322590918090e-01 -2.4194284464679028e-01 8.3696010176195837e-03
16 5.3409906338400003e+02	4.4449019659589678e-01 -1.8779222052792771e-01 8.8470929209624807e-03
17 5.6978705456199998e+02	4.4353361999890178e-01 -1.4757449627667873e-01 9.9228223711385743e-03
18 6.0538958514699993e+02	4.4216668856504693e-01 -1.2401011449064832e-01 1.1014598330111978e-02
19 6.4110178569899995e+02	4.4086025597429801e-01 -1.1408686665111799e-01 1.1735709284153635e-02
20 6.7675061168299999e+02	4.4008031566367772e-01 -1.1126840219361661e-01 1.1923920624569104e-02
21 7.1188599522400000e+02	4.4038831959246799e-01 -1.0867876540855188e-01 1.1503508801658511e-02
22 7.4724708900199994e+02	4.4150481546948561e-01 -1.0097934732515430e-01 1.1097708613332391e-02
23 7.8248871486099995e+02	4.4243712471627400e-01 -8.5807034730017287e-02 1.1026344621386630e-02
24 8.1811369388899993e+02	4.4247905177167379e-01 -6.3735692507127087e-02 1.1564849338448433e-02
25 8.5390533228899994e+02	4.4157178271385672e-01 -3.7031787705164715e-02 1.2884707666407228e-02
26 8.8967111997399991e+02	4.4029505118635059e-01 -9.4095039250861236e-03 1.5124683459837446e-02
27 9.2587135086599994e+02	4.3915323891449476e-01 1.5133726279188499e-02 1.7751733200902245e-02
28 9.6165004690999990e+02	4.3820073416604272e-01 3.4273072586893237e-02 2.0008207177073249e-02
29 9.9680816358699985e+02	4.3756392227933227e-01 4.6501489746110354e-02 2.1670333957989157e-02
30 1.0317501311479998e+03	4.3697199834190803e-01 5.0842184538409767e-02 2.2780249985190241e-02
31 1.0667837374009998e+03	4.3573152946928723e-01 4.7711829026390928e-02 2.2851502874980271e-02
32 1.1022238095659998e+03	4.3362232612128382e-01 3.8813091185444556e-02 2.1738260923112620e-02
33 1.1380514689779998e+03	4.3117306072638328e-01 2.6047887783875543e-02 1.9743696578442309e-02
34 1.1737233357349999e+03	4.2906934146971470e-01 1.1989586610166711e-02 1.7442672711928210e-02
35 1.2097565549809999e+03	4.2729726444047866e-01 3.0897823070113583e-05 1.5138710264163730e-02
36 1.2454899176790000e+03	4.2594760101123669e-01 -7.2594088337100387e-03 1.3015035149874499e-02
37 1.2811865457639999e+03	4.2529849767043265e-01 -8.7442794785232824e-03 1.1014067035188181e-02
38 1.3172211360719998e+03	4.2541409477247860e-01 -5.1028360214553084e-03 8.9191926585183452e-03
39 1.3532488132919998e+03	4.2591373931313925e-01 3.6817052944674656e-04 7.1983669789406580e-03
40 1.3894326673239998e+03	4.2647148124230722e-01 3.9560897770343955e-03 6.7326149377902444e-03
41 1.4255470194399998e+03	4.2669682768822126e-01 4.5547009240818406e-03 7.8769192055948029e-03
42 1.4611838077529997e+03	4.2611866655691905e-01 2.3478623378034294e-03 1.0774865173338692e-02
43 1.4972507735529996e+03	4.2464775432394081e-01 -1.8008506600564194e-03 1.4677960183243468e-02
44 1.5331857488039996e+03	4.2229668989795544e-01 -6.6384270503731177e-03 1.8147679439140686e-02
45 1.5689408298369995e+03	4.1929965209796716e-01 -1.1029712821332213e-02 2.0196414553877790e-02
46 1.6049609890739994e+03	4.1512408120124406e-01 -1.2501648290052170e-02 2.0775353244028065e-02
47 1.6410650981429994e+03	4.0968725421616681e-01 -8.3124558008146141e-03 2.0175647642217392e-02
48 1.6769476506529995e+03	4.0346488486627236e-01 2.2867551201756222e-03 1.8923124591242006e-02
49 1.7125781013529995e+03	3.9746682993349430e-01 1.6448492491063182e-02 1.7789296302379323e-02
50 1.7487548511449995e+03	3.9274423481693488e-01 2.9173401118511199e-02 1.7304332930612586e-02
51 1.7844247724399995e+03	3.8943046156122607e-01 3.6094399781563785e-02 1.7472880462298782e-02
52 1.8202700364159996e+03	3.8717373245537490e-01 3.6037680202209349e-02 1.8257607100684994e-02
53 1.8565782099839996e+03	3.8567554202403004e-01 3.0493166039108271e-02 1.9461467674638612e-02
54 1.8925333958059996e+03	3.8429537422196153e-01 2.2465941556684001e-02 2.0621791439266755e-02
55 1.9285131281759996e+03	3.8264837697739856e-01 1.4381304338886744e-02 2.0985979518284389e-02
56 1.9647557948389995e+03	3.8092138605208525e-01 6.7567224097338716e-03 2.0334494128848857e-02
57 2.0007106768169995e+03	3.7927366822872083e-01 -8.3544449078759337e-04 1.9013288891987040e-02
58 2.0367070041139996e+03	3.7786731533167467e-01 -8.5251718383522589e-03 1.7582987601286071e-02
59 2.0724598253579998e+03	3.7699928809638122e-01 -1.5787117231587371e-02 1.6437207419457200e-02
60 2.1078721608449996e+03	3.7635725538268555e-01 -2.1887815832704889e-02 1.5978609385145850e-02
61 2.1437724623819995e+03	3.7549317695336049e-01 -2.5642659178975825e-02 1.6353245236154959e-02
62 2.1791448013539994e+03	3.7417266256673992e-01 -2.5885774835592682e-02 1.7143324906366837e-02
63 2.2152813446269993e+03	3.7285009763056443e-01 -2.1594448853689788e-02 1.8052573651393282e-02
64 2.2513652736949994e+03	3.7193054486807320e-01 -1.2481541042642982e-02 1.9012294571049495e-02
65 2.2873559131619995e+03	3.7163944993615711e-01 1.6761292294194935e-04 1.9738126482538601e-02
66 2.3235499652419994e+03	3.7184380558048891e-01 1.4715164840135526e-02 2.0168394777141128e-02
67 2.3596085651589992e+03	3.7194023693467726e-01 2.9799480685634292e-02 2.0693113289889535e-02
68 2.3957148604509994e+03	3.7161635222436673e-01 4.3975276244436493e-02 2.1717071806336787e-02
69 2.4318864566739994e+03	3.7066856672169562e-01 5.6025916978833648e-02 2.3404951963894388e-02
70 2.4678501361619992e+03	3.6921415456515605e-01 6.4992913655382817e-02 2.5535339700855225e-02
71 2.5033466322479994e+03	3.6735649990090091e-01 7.0225753489709900e-02 2.7612111756997442e-02
72 2.5394841691659994e+03	3.6494873528054755e-01 7.1509794019850081e-02 2.9084853991243987e-02
73 2.5754399067499994e+03	3.6192653332220148e-01 6.9905826896191778e-02 2.9466328795716298e-02
74 2.6113803584509992e+03	3.5842347415325754e-01 6.7601671130084792e-02 2.8646774174823492e-02
75 2.6471091818199993e+03	3.5483764635875015e-01 6.6991608303762593e-02 2.7046684399561226e-02
76 2.6826521628069995e+03	3.5111605357102293e-01 6.9702637507138940e-02 2.5343702311600710e-02
77 2.7187889264889996e+03	3.4700200972160106e-01 7.5907866016108466e-02 2.4200341272989947e-02
78 2.7548608777699997e+03	3.4249067528182464e-01 8.4392075711345549e-02 2.3957987553453804e-02
79 2.7909334886679999e+03	3.3778951709008431e-01 9.3310436658795126e-02 2.4419668308011979e-02
80 2.8271359230949997e+03	3.3332454783702131e-01 1.0079483007576949e-01 2.5292434593057574e-02
81 2.8631574647799998e+03	3.2934657662573186e-01 1.0527766075722710e-01 2.6310800808984597e-02
82 2.8991830739560000e+03	3.2581930372613765e-01 1.0605946688933966e-01 2.7348066733608446e-02
83 2.9353761840480001e+03	3.2280579887970223e-01 1.0306867679332528e-01 2.8431605845863388e-02
84 2.9711989914700002e+03	3.2042029821507911e-01 9.6798849519777436e-02 2.9659797720633669e-02
85 3.0072453892880003e+03	3.1873185116532288e-01 8.8108520214743608e-02 3.1008725819204642e-02
86 3.0429126188180003e+03	3.1759335234078462e-01 7.8438042356593130e-02 3.2444810296437122e-02
87 3.0787474371650001e+03	3.1682368389322985e-01 6.9152727720156001e-02 3.3872131410167164e-02
88 3.1148541634819999e+03	3.1643219374775838e-01 6.0991132737752994e-02 3.5131405247515020e-02
89 3.1505738583749999e+03	3.1639568264142609e-01 5.4466135364897493e-02 3.6167836527870485e-02
90 3.1861225086499999e+03	3.1655257288054262e-01 5.0133036338740222e-02 3.7027789405228953e-02
91 3.2222881835519997e+03	3.1662152848256092e-01 4.8257176991287183e-02 3.7842454106861281e-02
92 3.2583359515719999e+03	3.1637561312968338e-01 4.8944921071822148e-02 3.8646111527721620e-02
93 3.2941637603790000e+03	3.1562335206156988e-01 5.1737492790692147e-02 3.9304971489147536e-02
94 3.3301314370609998e+03	3.1439294834225900e-01 5.5689570662245870e-02 3.9780025289674649e-02
95 3.3661532631099999e+03	3.1281937492701051e-01 5.9635259586786032e-02 4.0097832730387056e-02
96 3.4020953800220000e+03	3.1111066216576577e-01 6.2584261101482519e-02 4.0215625377999220e-02
97 3.4377334923970002e+03	3.0944190460177212e-01 6.3909721101681125e-02 4.0030203238234315e-02
98 3.4737182844470003e+03	3.0793784617457387e-01 6.3238117684475029e-02 3.9471909102925105e-02
99 3.5098919061460001e+03	3.0660136294070356e-01 6.0263270301712933e-02 3.8600798356351163e-02
100 3.5458594664340003e+03	3.0537940526049540e-01 5.4885516636984683e-02 3.7615082155447191e-02
101 3.5817742252710004e+03	3.0432101357865976e-01 4.7460211227391330e-02 3.6633562042508755e-02
102 3.6178961531990003e+03	3.0358604221299473e-01 3.8946314442746155e-02 3.5584959498354281e-02
103 3.6536879792160003e+03	3.0324508585138188e-01 3.0367117766760311e-02 3.4398510105049553e-02
104 3.6897473006570003e+03	3.0321618833062824e-01 2.2568483040402224e-02 3.3129300177028864e-02
105 3.7259913018580005e+03	3.0327575324146111e-01 1.6312698520580766e-02 3.2062466263860862e-02
106 3.7619694090980006e+03	3.0317522951232950e-01 1.2271377402643691e-02 3.1541082658881635e-02
107 3.7979054428390004e+03	3.0274566598910535e-01 1.0488311481930359e-02 3.1679803201477647e-02
108 3.8342009664670004e+03	3.0201370878741834e-01 1.0542919364846921e-02 3.2470409300625253e-02
109 3.8701646381560004e+03	3.0111377000021128e-01 1.1697666983675402e-02 3.3743177245820266e-02
