2 2.4775995861999998e+01	1.0868573340987582e+00 -2.6693516005639800e-01 1.0847475552418740e-02
3 4.9387494735999994e+01	7.3517498162275408e-01 -3.6015192867172102e-01 8.2404955552964395e-03
4 7.3664200561999991e+01	4.2333281461991890e-01 -3.6440590190989897e-01 4.5434016717234554e-03
5 9.7954999253999986e+01	3.0289515784495558e-01 -3.3747082963273195e-01 3.8319798787402061e-03
6 1.2212553335499999e+02	2.9494191207993642e-01 -3.3106867806855161e-01 5.2509700252060141e-03
7 1.4647285768799998e+02	3.3139347126135993e-01 -3.6212197227123505e-01 6.8542259841848988e-03
8 1.7054775535799996e+02	3.7130290080732370e-01 -4.0721312041210073e-01 8.1531108266085991e-03
9 1.9458307280299996e+02	4.0108228636125071e-01 -4.3204947010172995e-01 8.8739612067977435e-03
10 2.1861172828999997e+02	4.2059608785049191e-01 -4.2329043012587536e-01 9.1267687924722358e-03
11 2.4277705854399997e+02	4.3177771388104419e-01 -3.8534112992078629e-01 8.8858218925026797e-03
12 2.6702217852599995e+02	4.3836962266827051e-01 -3.3265427794564995e-01 8.2884210899263847e-03
13 2.9108300114199994e+02	4.4279102605287962e-01 -2.7841086577566526e-01 7.7013278141775925e-03
14 3.1515272973399993e+02	4.4524516240766748e-01 -2.3201470643570146e-01 7.2358945834069413e-03
15 3.3915389447099994e+02	4.4560551050554725e-01 -1.9874491991167326e-01 6.8566776221606791e-03
16 3.6322109141399994e+02	4.4469730412863173e-01 -1.7824440497877805e-01 6.5358535924144815e-03
17 3.8728620663899994e+02	4.4347250110122016e-01 -1.6756408160172823e-01 6.3182765902368120e-03
18 4.1132912065699992e+02	4.4249916850808163e-01 -1.6041019331535880e-01 6.1794109907139412e-03
19 4.3539266179899994e+02	4.4169723098930785e-01 -1.5033825127670444e-01 6.0804344419405467e-03
20 4.5933812849099996e+02	4.4122108941673044e-01 -1.3488189227925004e-01 5.9288511493486087e-03
21 4.8348604205899994e+02	4.4136324556659395e-01 -1.1331376785497287e-01 5.5809415887438938e-03
22 5.0752074076199995e+02	4.4159635197370267e-01 -8.6557009408600602e-02 5.2981791368716322e-03
23 5.3153162517099997e+02	4.4151382659491806e-01 -5.8163574829817009e-02 5.3182772202691759e-03
24 5.5563271018199998e+02	4.4086990017282313e-01 -3.2161495648919881e-02 5.8458151096666021e-03
25 5.7957107860799999e+02	4.3972253324061483e-01 -9.6595497028444683e-03 6.8713973974472761e-03
26 6.0376227748899998e+02	4.3873834577852550e-01 9.3120827183637411e-03 8.4543213731215865e-03
27 6.2764840445300001e+02	4.3837159052674668e-01 2.4742659910080775e-02 1.0292854993517763e-02
28 6.5165387189800003e+02	4.3827591062509796e-01 3.6900348236330899e-02 1.1935851058085757e-02
29 6.7568990552500009e+02	4.3837675603859177e-01 4.5091484574424016e-02 1.2984232487249356e-02
30 6.9967408786100009e+02	4.3821506557549289e-01 4.8567945111332264e-02 1.3362902552260291e-02
31 7.2383412970000006e+02	4.3743850073923624e-01 4.8554846825358829e-02 1.3039196331609529e-02
32 7.4786568030800004e+02	4.3579713895232569e-01 4.6971020030776689e-02 1.1919212029708904e-02
33 7.7183011245099999e+02	4.3384290219266508e-01 4.4372708355178370e-02 1.0275268739250394e-02
34 7.9610515109899995e+02	4.3188956056831945e-01 4.0504936882275695e-02 8.5265764170355390e-03
35 8.2034951218300000e+02	4.3007595308510832e-01 3.6539965208517385e-02 6.9361639442871766e-03
36 8.4427853913499996e+02	4.2891669654870312e-01 3.3957027484795961e-02 5.4907947938070125e-03
37 8.6822081715100001e+02	4.2893590453136116e-01 3.2367070720973959e-02 4.3406599298832244e-03
38 8.9213611151500004e+02	4.3002683762638405e-01 3.0274430554451549e-02 3.6774127425539074e-03
